F1,Threshold,Image Size,Index,Duration
0.9012570132739037,93.0,89060,1290,0.0
0.8871763829390948,94.0,34928,1291,0.0
0.9397009264889264,87.0,58394,1292,0.0
0.962666931061571,110.0,84043,1293,0.0
0.02667617511578057,101.0,543293,1295,0.0
0.342182089902382,88.0,801528,1298,0.0
0.5003137329972668,74.0,72630,13,0.0
0.9548212374691506,49.0,130988,1303,0.0
0.6349998459784986,38.0,22156,1304,0.0
0.45439507844134625,80.0,203550,1305,0.0
0.7577538410405934,44.0,91012,1307,0.0
0.5055368319691863,41.0,57424,1310,0.0
0.9838647439653571,85.0,43690,1311,0.0
0.9908950896901613,75.0,24704,1312,0.0
0.8815914114303758,91.0,16800,1313,0.0
0.8904202645825017,63.0,84072,1315,0.0
0.625458891829591,42.0,32200,1317,0.0
0.7917207903192726,33.0,37848,1318,0.0
0.9643481419264035,81.0,103000,1319,0.0
0.8947437470577794,104.0,149568,1323,0.0
0.9769642786764154,83.0,450179,1324,0.0
0.7535596717928561,35.0,64923,1325,0.0
0.7978458614291533,87.0,18297,1326,0.0
0.7521334115041365,101.0,15386,1327,0.0
0.9220488532779706,100.0,79778,1329,0.0
0.3224443818642636,90.0,29885,1330,0.0
0.0,0.0,854664,1333,0.0
0.9997060468997431,32.0,53912,1334,0.0
0.7869610111335502,41.0,891076,1336,0.0
0.9264681605310489,110.0,100914,1337,0.0
0.8314759571541185,102.0,69747,1338,0.0
0.9794512120093516,78.0,24278,1339,0.0
0.0,49.0,74980,1342,0.0
0.6973791602430398,86.0,9296,1343,0.0
0.6233804515307831,112.0,52910,1347,0.0
0.4097514743049705,83.0,67416,1349,0.0
0.4537609893768004,84.0,248940,1350,0.0
0.9245423144997029,47.0,13574691,1351,0.015623
0.9092200670386629,41.0,792720,1354,0.0
0.9721681131393543,82.0,550375,1355,0.0
0.7344977041582629,42.0,30912,1359,0.0
0.9691126883883828,80.0,80585,1360,0.0
0.7546175525988071,37.0,47502,1361,0.0
0.9131054375633123,37.0,94956,1362,0.0
0.5446136057043747,51.0,86848,1363,0.0
0.0,50.0,434838,1364,0.0
0.7389295163428127,45.0,369633,1365,0.015622
0.8882106489831025,92.0,49383,1366,0.0
0.7660210949789824,28.0,47850,1367,0.0
0.30739527264217176,67.0,29520,1368,0.0
0.2744280818745948,102.0,289508,1369,0.0
0.0,65.0,3616960,1370,0.0
0.0,64.0,40107,1371,0.0
1.0,39.0,25545,1373,0.0
0.2816264141892524,69.0,427455,1376,0.0
0.7671083414639264,47.0,65720,1378,0.0
0.9980727360245376,63.0,299224,1379,0.0
0.919774693935571,84.0,56730,1382,0.0
0.9648103477890712,46.0,155979,1383,0.0
0.846272242120859,80.0,40922,1387,0.015621
0.29170274650858147,74.0,40448,1388,0.0
0.9734530521333612,64.0,42504,1389,0.0
0.6309862719048522,71.0,32712,1390,0.0
0.3769968776610843,66.0,75542,1391,0.0
0.07801181186173675,91.0,172575,1392,0.0
0.8227744668091008,42.0,549626,1393,0.0
0.7449897750511247,96.0,18370,1394,0.0
0.9573274036425243,96.0,23086,1395,0.0
0.983989145183175,96.0,65272,1396,0.0
0.0,67.0,2130432,1397,0.0
0.22815373732610233,42.0,38376,1398,0.0
0.9476267497897005,112.0,376597,1399,0.0
0.5668592875155692,80.0,2062096,14,0.0
0.8356116262818939,99.0,343128,1400,0.0
0.9872202447264263,78.0,59202,1401,0.0
0.8930504273936574,43.0,43771,1403,0.0
0.8722335463283176,44.0,147725,1404,0.0
0.2956732154174108,110.0,91580,1406,0.0
0.9290968443960826,80.0,51520,1408,0.0
0.8169625581636795,44.0,137100,1410,0.0
0.49746192893401014,79.0,7154,1411,0.0
0.2367327480889118,94.0,1207125,1415,0.0
0.01904868899832107,110.0,159636,1416,0.0
0.9044699447493394,64.0,160304,1417,0.0
0.9119025840384175,85.0,53781,1418,0.0
0.7443703472637907,90.0,80190,1419,0.0
0.7661577213412598,86.0,249524,1420,0.0
0.8780605400967152,49.0,235025,1421,0.0
0.9265799342562155,78.0,58212,1422,0.0
0.9969521744368148,69.0,85540,1423,0.0
0.9170919994228995,87.0,419474,1424,0.01562
0.9513500931098696,78.0,350343,1425,0.0
0.9998808929364931,41.0,223125,1426,0.0
0.7229395705747805,100.0,17914,1428,0.0
0.9264915840096183,88.0,58255,1429,0.0
0.39553624814142624,100.0,223652,1432,0.0
0.9117160890794331,68.0,134354,1433,0.0
0.13986814266494726,53.0,341504,1434,0.0
0.8810821244561909,73.0,47575,1435,0.0
0.8470573522423152,71.0,234850,1436,0.0
0.38143298993046676,56.0,36089,1437,0.0
0.7443327708898834,67.0,60450,1438,0.0
0.4993171785181186,83.0,24108,1439,0.0
0.995474139691686,70.0,382200,1441,0.0
0.9247272985298955,77.0,112784,1442,0.0
0.823696641942586,82.0,123710,1443,0.0
0.6636297723061599,87.0,232704,1444,0.0
0.6152016274567706,68.0,344374,1445,0.0
1.0,39.0,111720,1447,0.0
0.9945939442387066,64.0,505344,1448,0.0
0.9952143761233142,71.0,363280,1449,0.0
0.10467536536782973,84.0,107730,1450,0.0
0.9233289535461077,70.0,187824,1451,0.0
0.888446348858284,66.0,50552,1452,0.0
0.4464752091150222,99.0,155688,1453,0.0
0.588851335269196,99.0,44688,1454,0.0
0.9766914071998425,94.0,54020,1455,0.0
0.9948686786847614,96.0,17010,1456,0.0
0.49571716637846347,93.0,137400,1459,0.0
0.4093361984100941,68.0,1291277,1460,0.0
0.6741444213020465,44.0,37599,1461,0.0
0.8520890729464615,43.0,34456,1462,0.0
0.9088159031979257,91.0,17596,1463,0.0
0.9306493676692222,94.0,223298,1464,0.0
0.2986982006543075,76.0,49959,1465,0.0
0.9544639873629212,85.0,36192,1466,0.0
0.8769675645646073,89.0,99974,1467,0.0
0.4139449379699041,77.0,72380,1468,0.0
0.6670335372085344,50.0,42390,1469,0.0
0.6040169596114418,95.0,600240,1470,0.0
0.9471085394324943,43.0,342984,1471,0.0
0.7432721505118278,93.0,67828,1475,0.0
0.6900138729015465,51.0,415954,1476,0.0
0.6079440400613613,40.0,291745,1477,0.0
0.735833195572423,48.0,179707,1478,0.0
0.8066188074517349,63.0,1428460,1479,0.0
0.17061551165597408,35.0,14400,1480,0.0
0.9678481795496875,83.0,88307,1481,0.0
0.3591216520449127,105.0,200998,1482,0.0
0.5372041353042531,77.0,66787,1483,0.0
0.9767480128494058,106.0,223440,1484,0.0
0.5965655664585192,53.0,18879,1485,0.0
0.2586050086466406,74.0,138620,1488,0.0
0.9462914835935309,107.0,273097,1489,0.0
0.8904947861823301,49.0,92196,1491,0.0
0.9745551789875027,101.0,52800,1492,0.0
0.7270959822715777,105.0,106344,1494,0.0
0.9400763321522349,90.0,131878,1496,0.0
0.889661713563073,103.0,12848,1497,0.0
0.9380642764257848,86.0,51976,1498,0.0
0.8328360529289717,47.0,97600,1499,0.0
0.0,63.0,5684988,15,0.015615
0.4872984572555388,35.0,26082,1500,0.0
0.5390513948653484,37.0,75542,1501,0.0
0.7118629994810587,55.0,155142,1502,0.0
0.9085921559737021,88.0,66531,1503,0.0
0.9225960654532083,101.0,36309,1505,0.0
0.6198751575183894,35.0,47094,1506,0.0
0.7969767835169386,50.0,112406,1507,0.0
0.10700695024930877,49.0,485760,1508,0.0
0.4549812734082397,91.0,104489,1509,0.0
0.7219507307812562,52.0,369936,1510,0.0
0.20184148196947593,116.0,172710,1511,0.0
0.648560056192929,106.0,41912,1512,0.0
0.24450824597716497,87.0,23875,1513,0.0
0.7085689729265148,52.0,75150,1514,0.0
0.9388584702173552,108.0,115600,1515,0.0
1.0,40.0,3618,1516,0.0
0.1401738757110658,41.0,207936,1518,0.000997
0.642849570656207,44.0,19203,1519,0.0
0.9187023508393328,96.0,62646,1520,0.0
0.9965323565323565,96.0,22230,1522,0.0
0.8381188603505108,59.0,89006,1524,0.0
0.8416247684572639,61.0,96316,1525,0.0
0.21733086190917517,82.0,197790,1526,0.0
0.7907528156490812,38.0,30600,1527,0.0
0.2918712493180578,100.0,25048,1528,0.0
0.19910952804986642,104.0,15680,1529,0.0
0.057392899806622356,64.0,642096,1530,0.0
0.8797647227602037,100.0,53544,1531,0.0
0.9790783536168467,92.0,5890,1532,0.0
0.990265803170567,108.0,49824,1533,0.0
0.9464865272850781,73.0,9409,154,0.0
0.004093206376622607,100.0,6847022,1550,0.00995
0.46819213023773637,94.0,8748084,1551,0.007974
0.0,0.0,3932838,1552,0.00299
0.0,75.0,9233088,1553,0.008948
0.9114498488822579,89.0,6274816,1554,0.005986
0.9177407658896702,73.0,4782851,1555,0.003951
0.9859001288085965,74.0,7007473,1557,0.007984
0.9338260149526454,61.0,5622576,1558,0.002961
0.0004534272345762385,83.0,247312,1559,0.000998
0.3868122954559537,99.0,3148300,1560,0.002978
0.21526677829569624,100.0,680584,1561,0.0
0.0,62.0,2566703,1562,0.002983
0.870902364158411,54.0,3788169,1565,0.002005
0.6776803963932215,74.0,9336405,1567,0.006983
0.9523443292429485,65.0,7036608,1569,0.00496
0.9030624977717566,85.0,35156,157,0.0
0.9593269969262814,80.0,11872640,1571,0.009946
0.9702738985503121,75.0,4245228,1572,0.004002
0.38995398773006135,85.0,10584,1575,0.0
0.6738722539285436,83.0,94752,1576,0.0
0.9178757267558628,82.0,339380,1577,0.000996
0.9203892917801202,107.0,40095,1578,0.0
0.9247065746885932,103.0,27472,1579,0.0
0.08366986429031764,95.0,246012,158,0.000963
0.5448796063490104,120.0,160535,1580,0.000998
0.9279957929289561,81.0,939138,1581,0.0
0.7955300532292572,55.0,771840,1582,0.001001
0.003913684300902938,68.0,455938,1583,0.001014
0.9125185559939168,103.0,972036,1584,0.000964
0.8642572626222602,80.0,223289,1585,0.0
0.8849089334166158,74.0,885105,1586,0.001991
0.871154799868121,94.0,347004,1587,0.0
0.715259461736006,80.0,777576,1588,0.0
0.9269164688275835,71.0,1540203,1589,0.000998
0.9942695356738391,80.0,66306,159,0.0
0.9094851932542565,91.0,94720,1590,0.0
0.9291477430003793,77.0,193085,1591,0.0
0.9306920826052368,88.0,452284,1592,0.0
0.8998367091686065,85.0,21054,1593,0.0
0.7315483178060295,81.0,359844,1594,0.0
0.8444962556483319,63.0,472311,1595,0.000994
0.9307005335189051,88.0,48146,1596,0.0
0.8844077461398897,78.0,109052,1597,0.0
0.8698787422710804,53.0,291732,1598,0.0
0.8551428133462776,94.0,16800,1599,0.0
0.15100703399443544,72.0,1273100,16,0.000998
0.9857503950602833,69.0,751680,160,0.000997
0.8326820796700315,94.0,58212,1600,0.0
0.8784609263463384,83.0,37683,1601,0.0
0.7470868209420647,86.0,21780,1602,0.0
0.7972901768912307,75.0,16748,1603,0.0
0.9999750318344112,58.0,21600,1604,0.0
0.6345507506161775,95.0,12972,1605,0.0
0.0,65.0,84014,1606,0.0
0.0,76.0,66885,1607,0.000997
0.0954733526832582,110.0,21901,1609,0.0
0.06602162777461583,71.0,242063,161,0.0
0.18594912460462423,113.0,63000,1610,0.0
0.2137180787314465,95.0,143350,1611,0.0
0.9936289844829915,76.0,146268,1612,0.0
0.9797195253505933,98.0,45828,1613,0.0
0.840694266047492,99.0,26532,1614,0.0
0.8416439462789054,84.0,143700,1615,0.0
0.0,98.0,57491,1616,0.0
0.8048234950889818,101.0,14006,1617,0.0
0.9607015170547879,109.0,163576,1618,0.0
0.0,0.0,788602,1619,0.000994
0.17161292757013755,65.0,404495,162,0.0
0.9398566531629792,96.0,60760,1620,0.0
0.0,62.0,21228,1621,0.0
0.9961941444849485,77.0,55913,1622,0.0
0.905187358314442,84.0,75570,1623,0.0
0.9162487210023986,100.0,62816,1624,0.0
0.0009008154750616348,84.0,177450,1625,0.0
0.9189974573192881,95.0,16430,1626,0.0
0.9217513903031253,75.0,76986,1627,0.0
0.594495037347795,44.0,27472,1628,0.0
0.9440924387422442,82.0,126576,1629,0.0
0.474945066723833,78.0,17030,163,0.0
0.0010342084327764518,76.0,28078,1630,0.0
0.8582983594048074,107.0,18871,1631,0.0
0.7602922416792299,43.0,53480,1632,0.0
0.9302072841011504,92.0,83280,1633,0.000999
0.7575780696495722,85.0,316825,1634,0.0
0.7263869083995382,43.0,37513,1635,0.0
0.9562065138260673,66.0,183923,1636,0.0
0.9848848408700199,55.0,1136216,1637,0.00099
0.25961886819795665,82.0,25807,1638,0.0
0.041348032711745836,84.0,46110,1639,0.0
0.5830497488251499,78.0,6400,164,0.0
0.442625892825096,88.0,24830,1640,0.0
0.027214800062165787,100.0,193670,1641,0.0
0.9883170313680231,57.0,154394,1642,0.0
0.6576054583852277,84.0,12788,1643,0.0
0.008030888030888032,86.0,15453,1644,0.0
0.007331270262304745,93.0,225204,1645,0.0
0.7699381309019864,95.0,47965,1646,0.0
0.0483548327800785,66.0,472839,1647,0.0
0.999952590906936,56.0,11583,1649,0.0
0.27196595207428637,100.0,204754,165,0.0
0.07578829616164441,78.0,15912,1650,0.0
0.31758083950943333,102.0,52716,1651,0.0
0.8460298746390058,97.0,110148,1652,0.0
0.6229964099711787,96.0,42750,1653,0.0
0.7546779933417518,112.0,15450,1654,0.0
0.7615863457524429,46.0,33522,1655,0.0
0.897505239672774,52.0,85680,1656,0.0
0.3474031466756894,94.0,21840,1657,0.0
0.6225232426065374,94.0,17280,1658,0.0
0.0,0.0,136640,1659,0.000998
0.10539985503744866,68.0,79242,166,0.0
0.9498131470241343,75.0,361862,1660,0.0
0.0,67.0,1171672,1661,0.000969
0.0,72.0,32928,1662,0.001003
0.9586383469763081,41.0,15100,1663,0.0
0.7229490669613577,82.0,421613,1664,0.0
0.03229636665875089,76.0,39284,1665,0.0
0.09073449703384405,73.0,23436,1666,0.0
0.6447283888928546,89.0,19780,1667,0.0
0.380264141539995,93.0,6900,1668,0.001027
0.016385834304170337,102.0,114536,1669,0.0
0.3086845930232558,76.0,14280,167,0.0
0.9388577605787743,79.0,1274976,1670,0.000998
0.8793978494623655,93.0,22140,1671,0.0
0.0,65.0,515900,1672,0.0
0.6127578287652121,96.0,136782,1674,0.0
0.9999974523915675,53.0,217881,1675,0.000998
0.0,68.0,1703230,1676,0.001994
0.987337053389406,100.0,60479,1677,0.0
0.0,80.0,528612,1678,0.000997
0.9535986680828494,75.0,453955,1679,0.0
0.6368967568729597,69.0,136578,1680,0.0
0.1530137636449929,94.0,243194,1681,0.0
0.2609718246050336,99.0,200192,1682,0.0
0.3270256163584448,84.0,100100,1683,0.0
0.9870219462768939,99.0,23814,1684,0.0
0.8314434207417907,90.0,14850,1685,0.0
0.9943905466918019,103.0,38801,1686,0.0
0.9871616932685635,97.0,25676,1687,0.0
0.9529058703752072,82.0,127449,1688,0.0
0.0,49.0,27336,1689,0.0
0.9318878721298017,80.0,183563,1690,0.0
0.9593082821451707,83.0,143060,1691,0.0
0.5455686493271041,75.0,24768,1692,0.0
0.8092171105730428,88.0,83072,1693,0.0
0.9367171613236274,96.0,213741,1694,0.0
0.2685971927193969,77.0,207760,1695,0.0
0.9033783607242704,93.0,129195,1696,0.0
0.9184675013244848,91.0,187308,1697,0.0
0.0,60.0,431886,1698,0.001008
0.48501362397820164,91.0,17574,1699,0.0
0.6205159106416539,80.0,1656353,17,0.001994
0.6057450772680165,67.0,924470,170,0.000998
0.46174651161491137,91.0,137676,1700,0.0
0.9993338539991731,47.0,630720,1701,0.0
0.24989376985491998,89.0,49580,1702,0.0
0.4504123310737878,93.0,19890,1703,0.0
0.5693567650571575,107.0,8700,1704,0.0
0.7783298509402461,57.0,61103,1705,0.0
0.6620419304852895,80.0,154198,1706,0.0
0.5541808006117253,81.0,181089,1707,0.0
0.6562779348167476,96.0,457650,1708,0.0
0.9998083786253493,60.0,11651202,1709,0.006981
0.17875561073440932,110.0,83868,1710,0.0
0.8577444199594179,47.0,52353,1711,0.0
0.902117309926734,40.0,96266,1712,0.0
0.08766340766780183,91.0,28152,1713,0.0
0.0,49.0,574728,1714,0.0
0.20741645048069587,96.0,213750,1715,0.0
0.999872565856145,33.0,93121,1716,0.0
0.766259636777565,61.0,143067,1717,0.000995
0.906871609403255,89.0,4212,1718,0.0
0.9164064509018772,90.0,73125,1719,0.0
0.9822751246505461,94.0,25728,1720,0.0
0.8367956524785962,78.0,1471384,1721,0.000984
0.9887291999351987,75.0,48960,1722,0.0
0.9927004303822143,85.0,111454,1723,0.0
1.0,36.0,8588,1724,0.0
0.367922638653966,105.0,151984,1725,0.0
0.9455206190411546,46.0,53671,1726,0.0
0.6327145803585594,105.0,4428,1728,0.0
0.5471956393054459,93.0,235612,1730,0.000997
0.02825886442727109,69.0,307089,1731,0.000997
0.49399969618714873,34.0,5307,1732,0.0
0.9615233335647023,91.0,31524,1733,0.0
0.9241233373639661,89.0,12835,1734,0.0
0.7624636199166208,99.0,47241,1735,0.000999
0.9905526585647896,76.0,39840,1736,0.0
0.9336426914153132,86.0,105840,1737,0.0
0.9224688818414712,74.0,78288,1738,0.0
0.9422867364352242,82.0,33930,1739,0.000998
0.8952331961591221,82.0,19044,174,0.0
0.9483909649239983,46.0,186558,1740,0.000998
1.0,45.0,4428,1742,0.0
