Index,Red Water STD,Red Non-Water STD,Green Water STD,Green Non-Water STD,Blue Water STD,Blue Non-Water STD
1,23.82231307,44.24352913,26.48065321,47.61480403,42.14212822,60.1029823
2,22.76504627,24.84748134,23.32731444,21.29537332,39.30519259,20.61268051
3,23.65080659,21.41581124,29.24658471,23.81512007,43.40455715,26.60177585
4,33.84170406,28.45382585,35.71220598,30.26363547,46.30362934,28.9865865
5,23.25020973,24.41854056,26.41987603,22.30734813,46.32483416,24.23568175
6,14.35185734,17.91809484,21.53991553,21.13787397,29.18117274,7.40831333
7,21.23952666,16.06121089,26.23756851,14.40738409,37.89006179,12.89233257
8,21.98279332,24.35691958,23.74338588,21.45162893,41.28552582,19.10463847
9,24.7782294,13.21591568,28.15981018,20.28113437,41.32009805,21.93462428
10,10.81839854,39.46675431,13.33156446,41.91703989,17.68303317,44.86855342
11,26.41946347,6.868816369,28.74022321,9.731473604,43.41576269,14.73151332
12,21.17680153,35.66951148,22.18887365,38.80667686,40.75033629,36.71135739
13,25.27761624,30.60357676,32.63393372,35.0729767,44.23386528,37.77389187
14,24.28113902,19.18556854,29.20376904,18.22165011,46.25707346,20.0692657
15,--,59.78203123,--,52.91258224,--,34.40990326
16,24.95203739,22.54522368,28.16946746,25.74979857,37.95780142,28.01098793
17,21.22777915,6.204244475,26.08560904,5.31735726,36.50711953,4.823065343
18,51.75240919,11.65620731,52.08497848,11.94532319,57.14199307,12.80464266
19,10.25181022,32.95306245,16.09552427,38.53781407,17.82980865,49.10541429
20,9.505473433,33.20629365,14.10110733,38.24426573,14.36862581,48.64145855
21,12.42386692,15.08944906,18.64426848,23.59777529,18.33898159,27.4223056
22,17.19407221,28.09369329,18.80494177,32.32001699,33.68960158,37.09191101
23,25.0523086,23.66609294,26.67847009,26.13777854,31.69352769,28.50786687
24,--,36.29375032,--,37.98404343,--,37.53919137
27,22.09387499,15.1947554,27.34933035,12.20621049,33.84613742,11.94662832
29,30.59617761,24.60048453,30.75992355,25.94507719,34.28602086,27.52510946
34,20.51199384,11.82241366,26.45975247,12.62000645,33.81651626,13.24386907
37,16.07214993,21.10262807,21.0526513,25.71056615,37.3689207,33.47418907
38,26.48876672,11.61471511,29.21300945,8.485489623,39.89878316,6.837640653
39,27.76463534,12.24982779,33.25609408,15.98592058,43.09304617,18.61820758
40,26.80956153,7.637586027,30.06057795,4.569768107,38.98114644,2.731250009
41,11.96635342,28.05241708,16.07676169,19.21330159,19.48048101,11.27464502
42,9.088163664,41.19290396,9.541061938,38.40665418,17.66453138,30.41437546
43,10.89732183,28.09369505,11.88960707,26.95331055,20.4794145,29.56819717
44,25.01142669,7.648741577,28.15881869,7.201699968,37.65540919,7.161739418
46,8.726755182,34.25142922,12.28713321,40.15906786,12.72319303,51.87115158
51,12.45286321,16.56826671,22.14184287,12.31937691,21.54049253,8.686830523
54,24.99139202,7.341320565,25.79375743,5.595018487,44.35193941,5.872128767
55,7.301917919,38.16277175,7.9432623,38.37556753,14.23142492,40.85826223
57,17.59501403,10.98032663,21.49612751,6.641989409,28.05533169,3.192287521
59,--,73.92183295,--,62.98346956,--,36.15682325
64,18.8332627,14.1138298,22.56533516,11.16074986,38.49194903,12.19744956
65,--,52.25786841,--,41.14968365,--,24.06053208
68,7.679224741,21.75462845,11.92851575,10.86427551,12.16865379,1.998023101
69,32.02311849,42.09835263,31.88033283,45.2592318,35.21930217,46.09735725
70,14.99796159,24.48376459,22.42568844,26.11328462,27.43145622,28.29294123
71,15.97751474,10.93191426,18.68238581,14.15711632,41.39847544,17.4973597
72,13.20549308,15.583964,20.6113446,9.391182791,22.8468565,2.911966808
76,10.56678423,43.16230566,10.78365631,45.1255811,11.7624564,47.94712796
77,8.401688632,28.0320393,9.32448067,25.21823631,9.473494263,23.85674863
78,16.35714621,26.76599133,21.83136587,26.02436645,27.55634226,28.60318116
80,17.60568843,21.48497582,19.46969937,19.34840137,37.08655299,25.12525437
81,12.12661314,16.08048049,18.284786,11.6553139,22.80494301,7.588209537
85,20.93058647,22.54054547,23.14866385,23.00767838,32.86480252,19.59721997
88,15.18369285,16.77009132,22.68018532,11.50729277,24.69976997,8.443461459
90,16.7914992,33.90538914,18.86211264,29.68465343,29.21445803,26.37507562
94,8.887047299,34.99524755,8.43041233,32.85821714,12.29081313,31.97210091
95,22.44623884,16.29794189,27.02372524,16.06168645,41.82514365,21.05198793
96,19.83119525,40.81803121,20.76807179,48.4431852,39.93240998,67.89764084
97,12.9012172,17.42590729,18.26080892,14.12387271,22.36342823,12.33937373
98,--,47.46597389,--,42.67436956,--,32.7228828
99,23.96147448,28.90420239,28.61966975,30.28141292,35.01564771,30.26494727
100,20.79992734,19.1273882,25.57789695,19.09837917,32.32350736,19.87802698
101,24.67221495,20.48004648,28.13828935,22.39915423,40.44436597,16.43924417
102,15.78803344,9.123565374,22.74483981,9.312241811,28.68525971,6.014096636
103,10.95239335,18.36490614,16.2977154,9.675915823,12.8285696,2.365405503
104,23.03324741,11.4880689,24.92469692,12.34059662,32.1309345,11.36053925
105,12.15667647,35.34549243,14.26303523,36.60817275,14.29946433,40.58339899
106,24.03494881,44.5560245,25.33451011,44.54844657,37.83880789,45.37094538
107,17.49224237,21.26975376,28.80310059,20.81875128,30.25879995,20.25739545
113,12.38953119,26.36821055,16.67405146,23.73549672,25.31638827,26.38094365
114,13.40639208,20.50864703,19.00421472,15.41164686,20.38738354,13.74462944
115,13.52749515,17.95518126,19.69278707,11.45947811,33.37180685,11.0908348
116,7.177647862,22.73276763,7.449074242,17.47530659,11.1713061,11.59804399
117,8.052976464,27.46084048,10.16046242,29.74035493,9.444433596,30.04354932
118,6.453568391,25.12249464,8.383211561,29.51956275,7.415676819,32.33494399
120,23.07912955,24.72460761,24.16065596,23.91517889,41.68720769,40.75764616
121,14.67884438,16.44863057,18.2219819,20.37535729,28.76329374,12.65596414
122,13.24073921,24.90507372,16.73685173,25.08818908,23.06291929,32.17324935
154,15.15205761,13.16085919,21.16819793,14.89027102,21.55738727,16.4816887
157,16.75430214,16.88718287,19.82218556,14.34421097,33.55580961,12.07230788
158,17.8276411,16.35948094,20.79427651,18.40596771,26.04399295,21.1928578
159,6.929780996,23.23422509,9.823903451,12.57759057,8.670007264,7.119367747
160,9.647372026,13.67003165,14.31966402,15.89870498,20.19452205,19.92055721
161,17.17517525,58.85991308,16.96640557,60.93126611,18.96988526,65.40386379
162,24.63814468,57.03768035,24.56338526,59.29385524,27.42094991,63.99509842
163,35.43207492,14.68375099,35.35243618,14.71034607,37.66287031,13.36797917
164,36.13051155,14.92894982,36.38458207,14.15972506,38.28150511,12.89776181
165,16.74874927,19.88612466,17.65354658,24.32460927,31.45284879,30.10694175
166,19.49647735,46.98034587,19.35455781,49.31205871,21.89365086,52.74271016
167,29.46472425,41.50576551,29.91658543,43.03209624,33.70158323,45.57313082
170,23.83976401,14.96440335,26.08273117,16.87824684,37.64222236,18.95224824
174,19.78570931,14.18724247,22.71030206,10.31106094,39.15128131,6.108701236
175,12.78980494,55.58326027,16.30556,45.03039276,18.60028847,26.88766979
176,34.08871834,3.875375594,34.36005903,2.836783614,37.18580373,2.347613011
177,6.887621703,16.9897755,8.264433264,13.3007893,7.369719631,12.33048853
182,15.49942581,18.82617126,19.25068054,14.0052743,27.40018026,9.851756298
183,13.13464387,19.56328248,15.61204055,17.92777268,14.81004473,4.126567142
185,4.703178815,24.59703596,4.089687435,20.41433465,6.871372933,15.73937553
186,19.62207509,9.489890851,26.27820038,9.319822116,32.48808833,8.987971697
187,42.80695408,31.69296719,42.94712628,32.37138614,46.89806659,35.06961851
189,37.12311915,59.02784328,37.24615554,59.71670421,40.9770315,64.4437677
190,23.05379808,33.65791696,23.12479545,36.89345091,26.02377954,40.3285988
232,48.22881114,1.687421417,48.11226789,2.295543276,57.56245661,2.66414928
233,20.51028327,20.85007514,24.55830764,16.52232738,40.39365668,11.9385115
590,15.55227764,32.75347593,19.8058694,34.33645684,29.4130273,25.65209987
595,22.93178216,2.796527556,26.28582082,3.881835963,32.25643197,8.582955091
596,--,59.85492471,--,53.69333414,--,53.73188139
598,--,42.33042067,--,38.61415456,--,44.27721925
599,--,56.18205803,--,50.14991256,--,56.40613906
601,--,46.51461764,--,46.73916254,--,46.49355178
605,--,41.7392418,--,38.76558504,--,37.91784307
606,37.80786088,14.78393848,37.52862062,15.48128266,40.3607068,16.29434533
607,22.68181994,35.94539447,22.84055491,35.66919759,26.25921361,39.27926495
608,--,0,--,0,--,0
610,23.20417675,47.75338457,27.00787724,49.29647142,32.7967085,55.05463821
611,--,55.77071229,--,56.2727895,--,54.34980557
613,23.58568985,6.961492387,26.25694962,11.2497083,32.23829547,10.69730241
615,49.72505174,14.06098441,43.4634519,21.68777077,45.63653043,15.2185399
619,8.202308745,7.079987948,8.019932524,5.87931117,8.775435365,6.504127363
620,40.61296481,3.773779623,36.65874788,4.117405407,39.53727077,11.72676118
621,--,53.73052628,--,47.5446115,--,54.44976869
624,--,56.51775231,--,53.42127058,--,55.01304521
625,27.6266153,4.845677774,26.30627745,5.967678982,27.70115215,8.362478944
626,24.09002067,10.3573276,26.61917824,19.51829739,37.38374813,15.72672636
627,25.49136757,13.22033879,26.68328474,12.40910816,33.07645114,12.40652078
628,11.47780224,57.70549469,14.71183888,61.98398547,19.70701001,50.03369008
631,36.24529936,5.727895294,33.49604694,6.737652789,35.85085755,9.545758905
634,--,25.70012817,--,24.69808551,--,24.01296223
635,24.75506794,12.30848507,24.88626764,18.52631755,27.83477217,20.58634009
636,--,0,--,0,--,0
637,22.09928946,51.97885104,25.22767877,52.02949543,28.09320424,51.98307144
638,39.06558927,3.817531553,38.86299954,4.135045705,42.64903762,7.62795546
639,33.7183849,4.276739489,30.34875766,7.389588175,35.38223673,5.994916192
640,23.75053029,13.70362296,25.77904137,23.04192105,35.93348562,15.58663351
642,35.54440747,24.9521255,33.80820624,25.96537078,37.00875914,27.66192289
644,29.70183796,16.28619691,33.10516238,22.28111943,38.99031001,15.59369922
645,9.160483408,59.41406685,9.670598459,59.66006181,15.07028752,54.19887664
646,28.73863242,8.454554817,29.43513443,10.68294417,32.64865007,14.20387515
647,18.76218422,49.65924522,23.0903554,54.83473853,25.92934662,66.5294989
650,23.89257666,10.26037155,24.61342691,10.55439294,26.82645439,13.1430137
651,35.59380298,20.23339769,38.99213927,24.62842586,50.59191252,17.65792483
653,18.62040505,34.46158693,22.75535513,32.79593713,37.69392169,29.50863207
654,42.71677031,18.00481497,39.06622038,21.57329906,39.87908242,28.34445082
656,26.02088862,15.58502638,27.31171025,14.52732483,45.51956912,15.44656834
657,26.41208151,3.325713893,28.66885515,3.885551974,32.80844894,7.57976676
658,44.91906513,12.77605599,45.56930327,13.07351925,47.45409945,13.74076727
659,25.8811137,4.478902774,28.45704979,7.61080323,32.20282129,9.940112081
660,11.79841564,30.98487362,12.19753608,39.55202791,24.43657017,31.79228891
661,53.34574373,4.26086955,52.8105639,7.121454636,43.40646698,8.158857184
664,26.52604257,7.896562494,29.26492822,11.39700652,34.82471769,10.43353493
665,--,61.3243185,--,55.95020816,--,54.17707235
667,42.14921853,13.20929213,38.54093213,15.8564292,42.72316653,17.82375711
668,11.54340316,6.35302348,15.84983152,4.830033029,22.20539011,4.482255541
669,33.3874024,10.18465353,30.55374859,13.55704489,33.75635783,11.14354717
670,34.96430641,10.79121955,31.78246833,13.48454319,33.22529472,15.08429615
672,12.60187158,43.90077849,14.01659373,35.53382271,21.55417554,27.38891311
673,10.97249298,42.30304993,13.29187127,30.64171477,22.19925497,21.23527929
675,39.38203548,9.717338082,39.37658605,13.14940048,37.04334219,15.34591541
676,26.94799072,7.851833001,26.76210434,10.28568779,30.02659088,13.90945879
677,35.38381735,7.040653178,33.96637572,11.7541869,39.7467599,10.40508739
678,--,67.71269521,--,59.8761832,--,65.08633188
680,55.82443802,6.394944775,52.68489556,7.220952714,57.41182696,9.291623413
681,41.88463574,13.13934065,39.58181833,22.65450686,44.68238022,16.81093123
682,35.99925724,3.776465497,37.28414417,5.691834167,40.96267787,6.375919764
683,23.44974864,22.74084353,26.93901604,16.79888555,33.51951961,11.05247668
684,28.24452749,28.82166479,28.2625307,28.19643695,32.27038413,30.72967105
685,27.76821337,10.11094815,28.40385147,13.16061042,42.72709212,12.77740798
686,43.23366867,7.719343468,42.79506342,7.724854372,46.15969409,7.936457772
687,51.81792642,9.440987724,51.24824402,9.119329679,55.01928369,9.55373532
688,37.42218711,21.37942643,36.88647227,20.744599,39.23485979,23.43477446
689,37.36297716,2.116295652,39.15252486,1.809715519,47.24232578,2.394862506
690,25.38952247,3.910624623,26.6794206,5.390454043,31.74432925,10.24314545
691,--,56.14375245,--,49.00490434,--,39.42043198
692,14.55754938,37.06117972,17.47993533,29.83600968,23.31500203,22.82748666
693,41.75804284,3.268027818,38.87656781,3.919910657,43.9950379,6.296947632
694,15.58254921,34.68989002,18.69707816,31.60182197,31.68527984,22.31508437
695,19.01219428,33.03498252,21.16591973,29.66901477,36.30270758,20.94284929
696,52.54011477,3.630020269,50.01522767,4.179129445,52.98943984,7.896990661
697,23.62588114,12.29005735,27.61907287,16.75067413,32.46605292,12.98956508
698,25.91316718,4.484026755,25.22067949,6.20389509,27.7230483,8.848650025
699,22.80328621,6.967850193,23.64141116,11.08444281,28.15005689,12.76724444
700,30.31376968,6.048263898,30.81972746,14.36585675,33.35808791,15.01073156
701,49.20678791,6.860100012,43.30484241,11.87721508,45.57764036,12.28438419
703,--,47.64016152,--,48.91975525,--,41.67342377
704,14.60759368,43.87524772,14.38685499,37.07910499,27.62353017,28.8273627
705,30.11779584,10.16052322,31.36434014,10.65383864,34.62066892,10.79798418
706,28.7058871,3.414279456,28.87024383,4.948588413,36.93543519,8.809896664
707,22.15485194,3.8934476,23.06675178,4.976431382,27.60392834,7.015252897
708,26.26184301,2.362137053,23.79319446,2.697257708,26.68588189,4.141807297
709,25.52192604,14.30481916,24.78919779,16.3496946,25.22654443,16.85227763
710,7.140643345,45.7020746,7.312993593,43.7050183,10.04148935,43.91832777
711,46.91387792,9.113863568,45.29263416,13.50769166,48.51455039,13.84560791
712,29.35289273,2.760754202,28.90055956,3.982994176,33.59915883,6.015269178
713,26.37311528,16.93406019,25.90869563,20.54950852,31.80122825,19.93894612
714,29.38308619,5.996533038,31.6405595,9.137438251,37.5362191,8.533300146
715,41.13790651,12.46360973,38.58772488,17.81424226,39.49868111,16.77092998
716,38.40780811,4.157124141,37.00011719,5.45011589,41.94408704,7.312854506
717,40.5672313,6.443030135,37.31854337,9.6675753,40.89618429,11.28123185
718,59.19984032,5.76642129,53.22705023,8.864204462,56.70828984,5.447259244
719,26.5251577,32.43631235,29.00438032,35.38541314,32.26961221,34.28194451
720,41.19850332,5.924159121,42.18530723,9.895816862,42.38145861,11.86539067
721,35.0648152,3.426554807,36.26849371,4.680404274,43.02149415,5.976574535
722,35.75171787,4.411311163,35.54009313,4.137117021,40.2974166,5.746486133
723,42.99508901,1.621549422,40.98238188,1.790835521,47.35687212,2.967353664
725,51.34671102,2.482420774,45.322544,2.904575643,49.18494685,5.960247253
727,25.24375048,3.154499727,31.17101441,3.979625516,44.0855092,7.509600952
728,26.37821169,3.942314353,26.14436891,5.511250332,32.5308117,8.103888219
730,25.38657855,5.98142159,28.79412344,9.653165006,45.86929871,11.34690695
731,20.87860114,16.09421051,27.19799893,12.47343387,47.02453395,11.22649127
732,24.54627318,19.24386292,27.90662778,24.08975381,43.52199928,12.8787045
733,15.52998139,25.97068145,18.46500088,22.42041971,30.46599704,14.1680322
734,10.92948794,25.18797954,12.89620959,21.33704245,19.75558366,13.48234921
735,23.03797565,22.77849711,30.26848854,35.77884498,35.67035272,39.84850891
737,30.65730043,2.733114982,31.54132998,4.127730251,36.80379578,5.113106916
738,42.22844687,10.00249915,40.49593837,13.50994182,41.51438903,16.08115349
739,32.81214196,22.16584046,32.96265057,23.23891316,35.96466526,24.02622072
741,12.89964388,34.53327159,15.17555113,33.26920141,23.05382346,28.02640756
742,23.7632193,38.3553447,28.6439528,36.70994817,33.81762514,30.03737105
743,23.66835085,42.84192433,30.78861138,42.44730573,38.83016807,34.72222172
744,43.42872516,12.55042425,34.69352132,11.20097021,35.6889985,20.07466288
748,45.10374539,3.920342005,42.67918937,4.443842867,47.75118344,7.06777242
751,50.33896917,3.460687856,47.69795609,5.209936301,49.32968238,7.385024591
752,44.57429324,6.601521699,39.87924189,8.292695053,42.20984295,11.56233853
753,42.87709684,2.913552505,39.03191392,3.339404299,41.90742951,4.990743448
754,--,52.28536934,--,56.86522304,--,72.14129762
756,20.57359503,21.91037381,25.56157635,18.11099277,37.33053374,12.32314912
759,40.64658858,8.354307001,40.45629453,9.536255603,46.8259358,9.334871943
760,21.2821645,22.13647067,28.24208552,19.11583023,43.69334808,14.819769
764,16.7945124,32.14643016,20.54440309,30.47811145,26.16766607,23.55052861
765,18.89147865,25.17895996,23.00485698,23.55477376,24.38975485,18.1468734
767,51.73478552,3.549603306,46.73499716,5.682693392,52.35344018,5.753145956
768,4.612468831,54.31004149,4.585978835,48.50005025,5.319690948,51.30102379
769,32.49424619,2.55320999,32.99169725,2.820061473,38.3137095,4.533574011
770,56.62165204,6.461222878,52.70202713,13.06628946,52.5876472,13.87976882
771,49.78589914,9.75937252,46.25871632,14.47555915,44.79608693,18.02366095
772,49.73720811,9.345159941,46.25060064,18.27374795,45.44601128,21.99790762
773,55.8217595,12.58875307,51.95695912,18.35667165,52.93602802,24.33106037
774,46.17407238,5.538807694,43.01464808,8.367466689,45.75107543,9.783248437
775,49.9370364,21.86638664,47.35294288,27.81823561,47.69718217,32.16099031
777,30.60685778,3.466065142,31.48644546,4.285966757,34.25993934,6.772593196
778,--,0,--,0,--,0
779,10.84797464,59.02988434,9.569613173,48.38930463,21.63783589,36.92582515
781,53.44952588,4.460699778,46.09788132,8.626544163,49.50623771,8.801954907
782,27.9122827,11.71364877,30.5634633,13.0835575,34.8293927,17.19004843
783,53.99900999,3.14846175,47.17085242,4.484757738,47.89370726,5.552576325
784,29.0970627,49.00001303,28.32073297,43.32855382,31.71178091,47.5466937
785,39.39941812,3.586545095,38.66454276,3.802754727,41.44589433,5.566481016
786,24.21682604,6.168251314,24.56905578,9.61649579,28.00352505,11.52641343
788,25.97154137,13.40119155,30.88046965,17.8625056,51.37857589,10.66163157
789,24.47598717,3.065961872,26.08409722,5.521692165,33.38047946,4.936247228
790,15.94243448,35.16450819,18.39815709,37.26318557,19.88848324,40.77981545
791,34.93863498,2.282501672,31.93248745,1.906872784,34.16736857,4.139288638
792,30.71186689,3.034257855,30.01060205,2.846332815,33.13288683,5.614942375
793,32.87687071,21.64384587,43.81310474,19.05307721,51.9813132,21.6221155
794,33.97523076,21.325569,43.48444371,21.63683427,54.09785214,25.97760701
795,19.89984664,7.158292928,21.78265922,11.95383884,24.26446341,14.44927984
796,28.8403975,23.33141093,29.82081034,24.53778754,31.74062966,27.40377487
797,22.56766968,5.422754592,22.92548685,8.737461002,27.75962021,11.85149531
798,23.25733479,4.444179774,22.23873759,5.588123313,23.76878547,9.906946848
799,7.559770834,41.13109636,7.5634363,38.20574299,8.910031628,38.22802023
800,25.31367142,4.188595881,23.81962735,5.749452085,26.96025912,7.705770254
801,34.52462987,2.542001589,32.82734824,3.139155141,35.68607825,8.886307326
802,26.40525762,4.390795274,24.09916432,7.195658865,25.94537871,9.792113122
803,35.55917526,3.051601046,32.9077065,4.438139654,37.35469727,4.853163745
804,27.99861772,4.31475338,29.69922655,6.408645795,36.58202445,7.717521263
805,34.54759104,2.832275641,34.43076763,3.062354008,36.72461722,6.620962335
806,19.88422037,53.77894753,24.40166036,61.30854274,29.92997974,61.38840774
807,15.96615395,25.33517791,19.03520196,26.6412693,22.69620873,17.98672767
808,--,49.0177558,--,52.7968762,--,49.7861647
809,37.92957425,9.371746186,37.59077912,12.86845864,34.0925131,10.49347997
810,--,0,--,0,--,0
811,24.64799264,32.47072774,23.72890031,33.83236057,25.13467309,29.02417908
816,36.20798239,2.740011108,34.73076979,2.570065561,35.55891783,3.645449847
817,--,78.28879553,--,73.57066923,--,79.5203225
818,5.887560086,20.34786174,5.831673568,17.77100957,6.230887533,19.23953839
820,6.326651265,13.77604642,6.30428661,11.94934849,6.615336418,13.03233638
821,57.8080055,6.866336569,51.29359462,11.87887246,54.94252355,13.13609841
822,43.75233288,6.104010478,39.88758762,8.095697456,46.13348513,7.341895088
823,23.06802828,5.530111859,21.57463328,6.983137863,25.8010367,8.851088896
824,11.89453034,30.62291595,13.23165379,22.01062891,18.55163812,16.39210759
825,41.04603141,2.1705281,37.56542684,2.952301451,39.72989917,5.305883511
826,43.96558293,3.895423715,40.3445929,4.536199144,42.36323239,7.379995126
827,32.93994453,2.642774462,33.19987009,4.394560596,38.51615277,4.932566512
829,57.29773308,6.09323227,56.00161649,6.726694043,55.50321894,8.884645534
830,--,50.16090388,--,49.77732648,--,47.66043305
831,47.32266834,15.26108619,42.60376513,14.5261867,47.48303661,21.35691174
832,8.983638761,59.16011368,11.10976895,57.30699201,14.30200297,59.10411929
833,14.61561598,52.23230645,17.92106959,48.0541929,20.71771753,47.88671558
834,8.734300143,47.31136761,10.31356469,44.89863194,15.07356942,43.63185928
837,50.54759542,2.399041207,43.69592648,2.099395693,46.69210277,5.218575936
838,14.07750307,31.90984037,19.49924732,23.64927487,25.36578952,18.26177356
839,45.65346013,17.35614126,43.48291208,17.05423901,46.30825846,20.5281886
840,49.22622952,11.15775011,47.09922481,11.35968553,51.16040385,12.93482387
841,42.68000646,3.702677423,38.89306464,3.069411531,44.13691878,7.310862302
842,41.89836348,2.649002343,37.45273659,3.62944032,40.9724043,5.589458272
843,65.90359041,3.736636722,57.97863341,5.165173329,55.93964008,5.575226487
844,45.47275247,16.64978836,44.69436831,18.24752636,46.56802368,14.30618984
846,31.74506376,5.120012677,33.43635021,8.236249225,42.13308445,7.548137758
847,27.14529609,5.437016495,26.7874063,5.166821014,29.53771505,9.168763586
848,27.2933727,5.16286228,29.55006046,6.275352366,35.81635997,8.150229947
849,18.3418669,29.05132247,19.8453717,31.00417272,25.84068482,24.5723898
850,12.38062697,29.5627923,20.65050129,19.91186791,20.44989589,12.88005508
851,46.76957593,1.963595501,44.34534825,2.444423781,50.32586407,3.88350045
852,29.48027321,24.71655177,30.20890238,27.37884758,32.58558402,31.37293445
853,26.78070697,25.66265487,29.34121953,28.60974459,36.61129829,32.68680866
854,9.126150433,60.84870223,11.03761415,56.79798763,17.05720531,65.80886679
855,20.57873833,4.681379115,19.19365772,5.263851406,24.55931275,10.1044801
857,16.72999501,44.69496872,16.46205256,38.38390028,17.84908249,40.59431401
858,19.56782358,22.34751087,23.18636295,21.6790124,29.03232025,17.56781995
859,45.19179121,5.264370104,42.47920147,4.119473419,45.63866717,7.933199484
860,45.069219,3.197970411,42.95025227,2.168876604,47.07510953,5.403398816
873,32.12858801,2.707567509,31.97365041,4.306502596,32.6414355,4.964837777
874,33.17593412,3.65739527,33.85601983,8.575858767,35.65972653,6.138774243
875,12.07973473,60.37575257,14.25999337,58.45620642,29.17714545,64.44861283
876,13.16523858,57.24218085,16.75286329,58.35529671,24.17190365,43.1844934
877,40.17689619,3.541650066,36.2619742,5.502084224,39.66558495,8.315149195
878,28.65446602,3.701938468,28.18579169,5.261259433,32.23913123,7.102884558
879,17.19158152,23.90584332,17.52127204,26.10515633,18.95872768,23.77023694
880,60.18764312,2.814192435,53.00153736,2.81868154,55.72143256,5.765622277
881,7.54032446,13.98380009,7.033277199,12.03476317,7.516870684,13.42907757
882,17.02019739,13.4881863,20.20378359,8.491923318,41.7233568,5.889414225
883,42.66133103,2.220934385,37.86230208,2.782902684,39.09873618,3.698265928
884,35.74620785,4.582352931,33.53775816,2.780153623,36.38319851,6.460295043
885,30.50188134,2.167138698,32.73855505,2.031643854,46.85455034,3.217047361
886,49.22537042,22.22101834,48.49287028,21.85779174,50.37773425,23.69724528
887,24.27754158,2.989343153,25.54826128,3.194976759,29.84408114,4.141444997
888,25.2593383,4.146839616,26.47211956,3.876289555,31.61325495,8.468598251
889,23.9683165,3.366456827,27.738561,3.880624941,34.37758454,7.324752559
890,9.843136462,33.13274793,13.14046387,24.95718175,20.68614501,17.37726012
891,13.37962544,14.87692332,18.01631708,15.00256957,30.35234417,9.017671534
893,46.82633979,2.676889637,43.57167034,1.889071335,47.2066673,3.49195788
894,49.65292517,1.913128235,44.74020593,2.269149455,46.58041072,5.064403396
896,18.291085,22.37214392,21.09580536,14.91995276,30.06727772,11.4303235
897,21.95769246,22.71237108,27.45411186,21.02852549,33.38647246,23.33007426
898,12.70863431,62.37509553,11.75732024,53.26907419,31.95217887,38.66117558
899,25.97113913,2.951219273,30.87501173,3.049473888,37.51579563,7.682781459
900,47.17482753,11.84421521,39.77885159,14.1893018,40.66031555,18.04549712
901,53.89712493,6.2906733,48.22846781,7.358694883,49.58488129,10.90590714
902,46.76865916,10.89660301,38.9004798,13.62182968,41.83785995,18.01716092
903,41.62702859,14.96263163,34.05808056,18.43939778,36.13643222,22.49290901
904,48.81272884,12.76402727,40.08913123,14.54565695,44.85428977,17.08924959
905,45.71553758,6.527837165,36.99806571,8.309020713,40.47046658,11.89884651
906,12.63140336,39.09283171,14.86069671,29.18303132,18.84543236,24.50012255
907,49.5755253,12.53671489,40.81448377,14.08417897,46.04316652,16.9824125
908,48.02630276,5.589328256,42.93702274,7.974144615,46.79443786,6.706197514
909,41.57177559,15.5551022,35.76545582,17.71131674,36.23619826,21.4024031
910,40.71359366,16.21214821,33.57760015,19.03771228,37.28690912,25.0731888
911,32.59702812,5.435299986,32.06219648,7.376453066,42.4016655,10.20041319
913,15.69206304,31.08757132,16.8632392,25.78668534,21.53173012,20.56334505
914,34.01357865,7.364787183,32.3179931,9.040514892,36.99722557,11.58229092
915,46.87183386,2.921762201,42.89409909,3.862213889,47.96027844,2.841969039
916,21.49318549,25.81166071,27.90118202,23.57685937,38.10802195,15.50738851
917,40.06404975,10.93066323,40.29921321,10.37070561,42.2081955,9.631028388
918,34.6880708,17.8526969,35.99159742,19.71206232,38.11666466,23.12510756
919,34.1471787,2.790139008,35.56396373,2.727342124,40.68660914,4.233986919
920,29.04400961,2.31163011,28.08031373,2.261547552,29.86435236,5.114333474
921,26.29942078,4.783253488,24.78647859,6.933050529,27.41436729,6.509465697
922,26.72161364,5.385815613,25.69131505,6.950838769,33.61353741,11.68514369
923,22.17393506,2.880041332,22.86070072,3.558584893,23.44813056,4.093378261
924,31.30282633,2.168789704,29.61394053,2.610550859,31.87043617,4.460417201
925,35.92087939,9.292316018,33.01520486,10.31909837,34.41569744,7.079675846
931,12.50173233,31.27760367,12.17314159,27.09352949,13.20265375,28.34104342
932,25.23413198,13.20420855,24.90020896,11.09813335,26.48400297,12.22590456
934,34.07215526,8.069115299,33.04812945,10.12419343,33.73458475,13.15272319
935,--,53.01109729,--,55.40337568,--,63.04138564
938,38.50454439,4.255233714,34.87889511,5.151293425,37.97619529,7.39842344
942,43.07205618,8.131037999,35.02218897,11.68850844,38.97683344,17.13112623
943,46.82815638,2.262785305,42.00957854,4.097849347,44.39711569,4.395743341
944,16.35560679,27.9444341,18.8067424,24.38959128,28.79022266,15.93489718
949,45.44117871,13.35174627,44.65799468,13.60121434,47.79706231,14.02788227
953,26.62639901,4.235661344,28.71871707,6.336295543,32.20325723,7.730625503
955,31.04164762,10.41400263,30.79361513,10.11268423,36.19524865,11.71762528
956,13.36397414,24.24695399,16.02246798,19.92787803,19.5830212,19.45440047
957,29.89304926,12.8747933,33.2633191,11.08697123,37.32337965,11.18694239
958,31.75726618,16.19290412,30.39170159,25.06080257,33.9118593,28.43897399
959,31.47332146,12.38477993,30.07706313,13.54525496,29.90313994,15.72556443
